25
0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
2.30E-01  1.80E-02  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00  0.00E+00
4.88E-01  1.59E-01  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00
8.69E-01  2.37E-01  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00
1.05E+00  3.11E-01  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00
1.14E+00  3.94E-01  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00
1.03E+00  2.81E-01  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00
8.25E-01  3.35E-01  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00
4.30E-01  5.16E-01  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00  0.00E+00
5.00E-03  6.67E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00
0.00E+00  7.89E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00
5.00E-03  9.55E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00
5.00E-03  1.09E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00
5.00E-03  1.21E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00
5.00E-03  1.05E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00
0.00E+00  2.28E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E+00  0.00E+00
5.00E-03  4.70E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E+00
5.00E-03  1.80E-02  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
5.00E-03  1.80E-02  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
5.00E-03  1.80E-02  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
5.00E-03  1.80E-02  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
5.00E-03  1.80E-02  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
5.00E-03  1.80E-02  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
0.00E+00  1.80E-02  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
0.00E+00  1.30E-02  1.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
